연구현황,연구정보,연구의뢰자,연구비지원기관,연구종류,임상시험단계,중재종류,등록번호,연구고유번호,연구대상/질환,등록일,최종갱신일,첫환자등록일자,연구종료일,주요결과변수
연구종결(Completed),Healthy Life Plan' 프로그램 개발 및 시범 운용 - Development of 'Healthy Life Plan' program for the management of obesity,(사)한국건강관리협회,(사)한국건강관리협회(Korea Association of Health Promotion),중재연구(Interventional Study),해당사항없음(Not applicable),행동요인(Behavioral),KCT0000444,KAHP-12-B-02,Metabolic Syndrome X,2012-05-18,2013-05-30,2012-05-21,2013-10-02,BMI (BMI )
연구종결(Completed),"건강한 한국인 성인 지원자에서 clopidogrel 과 cilostazol 동시 복용 후 두 약제 사이의 약동학적 및 약력학적 특성에 영향을 미치는 유전적 다형성의 효과를 알아보기 위한 무작위 배정, 공개, 교차설계 임상시험 - Randomized, open-label, crossover study to evaluaute an effects of genetic polymorphism on pharmacokinetic & pharmacodynamic interactions of clopidogrel and cilostazol in Korean healthy adult volunteers",인제대학교부산백병원,보건복지부(Ministry of Health & Welfare),중재연구(Interventional Study),해당사항없음(Not applicable),"의약품(Drug), 유전적요인/유전자치료(Genetic)",KCT0000443,10-105,,2012-05-15,2012-05-15,2011-11-02,2012-01-17,최고혈장농도(Cmax)마지막 농도 관측시간까지의 혈장농도-시간곡선하면적(AUCt)
모집 중(Recruiting),이산화탄소 기복 중에 혈역학적 안정성은 엔도셀린-1의 증가를 막을 수 있는가- - Could hemodynamic stability block the increasing of Endothelin-1 levels during carbon dioxide pneumoperitoneum-,고려대의과대학부속병원,고려대의과대학부속병원(Korea University Anam Hospital),중재연구(Interventional Study),해당사항없음(Not applicable),시술/수술(Procedure/Surgery),KCT0000442,AN11166-003,ㄱ. 미국 마취과학회 신체 등급 분류 1군 또는 2군 ㄷ. 로봇 보조하 복강경하에 전립선 절제술을 정규수술로 시행 받는 환자,2012-05-15,2012-05-14,2012-01-09,,엔도델린-1(endothelin-1)
연구종결(Completed),간이식 수혜자에서 수술 중 뇌내압 상승을 평가하기 위한 시신경초직경 검사의 유용성 - Effectiveness of optic nerve sheath diameter for estimating increased intracranial pressure in liver transplant recipients,서울아산병원,서울아산병원(Asan Medical Center ),관찰연구(Observational Study),,,KCT0000441,2012-0202,End-stage liver disease,2012-05-14,2013-05-13,2012-04-10,,시신경초 직경(Optic nerve sheath diameter)
모집 중(Recruiting),피하일회주입손가락신경차단술과 전통적인 수지신경차단법의 마취효과에 대한 비교연구 - Comparative Study between Subcutaneous single injection and traditional digital ring block,인제대학교일산백병원,인제대학교일산백병원(Inje University Ilsan Paik Hospital),중재연구(Interventional Study),해당사항없음(Not applicable),시술/수술(Procedure/Surgery),KCT0000440,IB-3-1202-007,Finger Injuries,2012-05-14,2012-05-14,2012-04-02,2012-06-30,손상된 손가락의 마취효과(Anesthetic effect fo injured finger)
모집 중(Recruiting),"갑상선 절제술 환자에서 기관내 삽관 튜브의 기낭압력 조절이 술후 인후통에 미치는 영향 - The effect of adjusted intracuff pressure of endotracheal tube during thyroidectory on postoperative sore throat: prospective, randomized and controlled trial",삼성의료재단강북삼성병원,삼성의료재단강북삼성병원(Kangbuk Samsung Medical Center),중재연구(Interventional Study),해당사항없음(Not applicable),시술/수술(Procedure/Surgery),KCT0000439,KBC12051,"ㄱ. 만 19세 이상, 70세 미만의 성인 ㄴ. 미국 마취과학회 신체 등급 분류 1군 또는 2군 ㄷ. 갑상선 수술시행 받는 환자",2012-05-09,2012-07-18,2012-04-22,2012-07-06,수술후 인후통 발생률(%)(incidence of sore throat)
모집 중(Recruiting),치매환자의 조호자 건강조사: 한국 노인성치매임상연구센터 연구 - Dementia Caregiver’s Health Survey: A CREDOS (Clinical Research Center for Dementia of South Korea) Study,아주대학교,보건복지부(Ministry of Health & Welfare),관찰연구(Observational Study),,,KCT0000438,A102065,치매,2012-05-07,2012-05-07,2012-05-21,,조호자의 부양부담(Caregiver's care burden)
모집 중(Recruiting),실제 임상에서 사용되는 제2형 당뇨병환자에 대한 경구 혈당강하제의 2제 병합요법을 평가하기 위한 전향적 파일럿 관찰 연구 - A pilot study of prospective observational cohort study to assess the profile of OAD dual combination therapy in patients with T2DM in real practice,전남대학교병원,주식회사한독약품(Handok),관찰연구(Observational Study),,,KCT0000437,2010-12-194,"Diabetes Mellitus, Type 2",2012-05-07,2012-05-07,2011-07-19,2015-03-31,"경구 혈당강하제의 2제 병합요법을 투여 받은 환자 중 약물치료를 실패한 환자의 비율. 치료 실패: 경구 혈당강하제의 3제 이상 병합요법 또는 인슐린이 필요한 경우 또는 HbA1c >7.5% 2회(연이은 방문) 발생(Dual drug withdrawal(failure) means, patients who need three OAD or more or insulin or HbA1c 〉7.5% twice ( 2 consecutive failure))"
모집 중(Recruiting),"췌담도암 및 특수유형 췌장종양 (고형성 가성유두상 종양 및 신경내분비 종양)의 바이오마커 발굴과 바이오마커 후보군에 대한 임상적 유용성 평가 - Biomarker discovery in pancreatobiliary cancer, solid pseudopapillary neoplasm and neuroendocrine tumor, and clinical validation of the candidate biomarkers",연세대학교의과대학세브란스병원,보건복지부(Ministry of Health & Welfare),관찰연구(Observational Study),,,KCT0000436,4-2011-0781,췌장종양 (췌장암 및 가성 유두상 종양),2012-05-07,2012-05-07,2012-02-13,,췌장종양에서 과발현한 전사체 및 단백체 (Proteins and mRNAs overexpressed in the pancreas neoplasm)
모집 중(Recruiting),"건강한 남성 자원자를 대상으로 Rosuvastatin 10mg과 Omega-3 1g 병용투여군과 HCP1007 단독투여군 간에 Rosuvastatin의 약동학 특성을 평가하기 위한 무작위배정, 공개, 단회투여, 2X2 교차설계 임상시험 - A Randomized, Open Label, Single Dose, 2X2 Cross-over Study to Compare Pharmacokinetics Between Rosuvastatin 10mg and Omega-3 1g co-administration and HCP1007 in Healthy Male Volunteers",서울아산병원,한미약품(주)(Hanmi Pharm),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0000435,2012-0045,건강인 대상 임상시험,2012-05-07,2012-05-05,2012-03-09,2012-05-05,혈중약물농도곡선하면적(last) (AUClast)최고혈중농도(Cmax)
모집 중(Recruiting),"EGFR 돌연변이가 있는 NSCLC 환자에 대한 HM61713정의 안전성, 내약성 및 약동학적 양상 평가를 위한 제 1상 임상시험 - Phase Ⅰ Study to assess the safety, tolerability and pharmacokinetic profile of HM61713 tablet in NSCLC patients with EGFR mutation",서울대학교병원,한미약품(주)(Hanmi Pharm),중재연구(Interventional Study),Phase1,의약품(Drug),KCT0000434,HM-EMSI-101,임상시험 참여 시점에서 표준치료법이 없거나 기존의 통상적인 치료법으로는 치료 효과가 없는 EGFR 돌연변이가 있는 NSCLC 환자,2012-05-04,2012-05-03,2012-03-16,,용량제한독성(Dose limiting Toxicity)
모집 중(Recruiting),Difficult airway의 예측 인자로서 TIM (thyroid cartilage-upper incisor-mentum) triangle 및 TITip (thyroid notch-incisor-blade tip) 각도 - TIM (thyroid cartilage-upper incisor-mentum) triangle and TITip (thyroid notch-incisor-blade tip) angle as a predictor of difficult airway,분당서울대학교병원,서울대학교(Seoul National University ),관찰연구(Observational Study),,,KCT0000433,E-1011-056-002,"22 male patients of ASA class I, II",2012-05-04,2012-05-03,2011-12-08,,기관내 삽관이 쉬운 군과 어려운 군에서 angle distance의 차이(difference of angle distance between easy and difficult laryngoscope)
모집 중(Recruiting),"아시아 국가에서 주요우울장애에 대한 LuAA21004의 무작위배정, 이중 눈가림, 평행군, 활성대조약(서방형벤라팍신), 고정용량 임상시험 - Randomised, Double-blind, parallel-group, active-comparator(venlafaxine extended release), fixed-dose study of LuAA21004 in Major Depressive Disorder in Asian countries",서울아산병원,한국룬드벡 주식회사(Lundbeck Korea),중재연구(Interventional Study),Phase3,의약품(Drug),KCT0000432,13926A,주요 우울 장애 환자 대상,2012-05-03,2012-11-13,2012-05-02,,몽고메리 아스버그 우울증 평가 척도(Montgomery and Asberg Depression Rating Scale)
모집 중(Recruiting),"실로스타졸 부작용인 두통의 원인 유전자 변이 발굴 - Gene associated with cilostazol side effect, headache",연세대학교,연세대학교(Yonsei University),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0000431,4-2011-0406,Healthy Volunteers,2012-05-03,2012-05-03,2011-09-05,,두통 발생(Headache)
연구종결(Completed),위내시경과 대장내시경을 동시에 받는 환자에서 내시경 시행 순서에 관한 비교 연구 - Comparative study on the sequence of same day bidirectional endoscopy including esophagogastroduodenoscopy and colonoscopy in patients who want to take these procedure simultaneously,가톨릭관동대학교,제일약품(주)(Jeil Pharmaceutical ),중재연구(Interventional Study),해당사항없음(Not applicable),시술/수술(Procedure/Surgery),KCT0000430,MJ-GI-010,esophagogastroduodenoscopy colonoscopy sequence patients who underwent same-day bidirectional endoscopy patients who want to enroll,2012-05-02,2012-04-30,2011-02-25,2012-02-20,대장내시경의 맹장 삽입률(completion rate of colonoscopy)맹장 삽입 시간(insertion time of colonoscopy)어려운 맹장 삽입률(difficult cecal intubation ratio)대장 선종 발견율 (adenoma detection rate )
모집 중(Recruiting),약물 대사효소 및 수송체 유전형과 약물상호작용이 clopidogrel 의 약동학/약력학에 미치는 영향을 평가하기 위한 건강자원자 대상 임상시험 - Clinical trial to evaluate the influence of genotype of drug metabolizing enzyme or transporter and drug-drug interactions on the pharmacokinetics/pharmacodynamics of clopidogrel in healthy volunteers,서울대학교병원,보건복지부(Ministry of Health & Welfare),중재연구(Interventional Study),Phase4,의약품(Drug),KCT0000429,PGX_Clopidogrel_001,healthy,2012-04-30,2012-04-30,2012-01-16,,clopidogrel 및 대사체의 혈중 농도(Plasma concentration of clopidogrel and active metabolite of clopidogrel)혈소판응집능(Relative inhibition of platelet aggregation by aggregometer or VerifyNow)
모집 중(Recruiting),약물유해반응 예측을 위한 유전 인자 및 임상 지표 규명과 시료 수집을 위한 인체 유해물 저장소 구축 - Establishment of Biorepository for Adverse Drug Reaction Research,아주대학교병원,보건복지부(Ministry of Health & Welfare),관찰연구(Observational Study),,,KCT0000428,AJIRB-GEN-GEN-11-304,비스테로이드 소염제에 의한 호흡기 및 피부 알레르기 진단,2012-04-30,2012-07-09,2012-03-05,2015-03-31,NSAID 약물유해반응 유전인자 발굴(Identification of genetic risk factor for NSAID hypersensitivity )
연구종결(Completed),"TNM 병기 I기 ~ IIIC기이며 수술적 및/또는 비수술적( 경피적 에탄올 주입법, 고주파열 치료술, 간동맥 화학색전술) 치료를 받은 간세포암 환자에 크레아박스-에치씨씨(자가유래 성숙화 수지상세포)를 투여하여 안전성 및 유효성을 평가하기 위한 임상 I/IIa상 연구 - A Phase I/IIa Study of CreaVax-HCC (Autologous Mature Dendritic Cells) to evaluate Safety and Efficacy in Patients with Hepatocellular carcinoma in TNM I to IIIC Stage after hepatic resection and/or other treatments (PEI, RFA, TACE)",서울대학교병원,보건복지부(Ministry of Health & Welfare)제이더블유크레아젠(주)(JW CreaGene ),중재연구(Interventional Study),Phase1/Phase2,생물학적제제/백신(Biological/Vaccine),KCT0000427,CreaVax-HCC-001,Liver cell carcinoma(간세포암종),2012-04-30,2014-02-03,2009-03-16,2010-11-11,안전성(Safety)암항원 특이적 세포성 면역반응 유도(Cancer antigen specific celluous immune response induction )
모집 중(Recruiting),효과적인 골다공증 치료제 적응증의 확립을 위한 유전자 마커의 발굴 및 검증 - Discovery and validation of genetic markers to establish effective indications of anti-osteoporotic drugs,서울아산병원,보건복지부(Ministry of Health & Welfare),관찰연구(Observational Study),,,KCT0000426,A111218-11-GM03,Osteporosis,2012-04-30,2012-04-27,2011-11-23,,신규 발굴한 단염기다형성과 골다공증 및 골다공증 골절 발생과의 상관관계 확인(Association between novel discovered SNP with osteoporosis or osteoporotic fracture risk )
모집 중(Recruiting),유전자형 분석을 통한 한국인의 만성폐쇄성폐질환 발병과 임상 표현형에 영향을 주는 유전자 발굴 연구 - Genotyping to identify genes associated with chronic obstructive pulmonary disease susceptibility and clinical phenotypes,서울아산병원,보건복지부(Ministry of Health & Welfare),관찰연구(Observational Study),,,KCT0000425,A111218-11-GM02,Chronic obstrutive pulmonary disease,2012-04-30,2012-04-27,2011-10-10,2013-03-31,COPD환자와 정상 대조군 환자 폐조직에서 발현의 차이를 보이는 유전자(Diffrently expressed gene between COPD and control)
모집 중(Recruiting),"비만인에서 핑거루트(보에센버지아 판두라타 추출물) 300mg과 600mg 복용이 체중 및 체지방 감소에 미치는 유효성 및 안전성을 평가하기 위한 12주, 이중맹검, 무작위배정, 위약대조 임상시험 - A week, double-blind, randomized, placebo-controlled clinical trial for the evaluation of the efficacy and safety of Fingerroot(Bosenbergia pandurata) 300mg and 600mg on reducing body weight and body fat of obese subjects",학교법인인제학원인제대학교부속서울백병원,(주) 뉴트리(Newtree),중재연구(Interventional Study),해당사항없음(Not applicable),식이보충제(Dietary Supplement),KCT0000424,SIT-2012-074,,2012-04-30,2012-04-27,2012-04-17,,체중(Change in body weight )DEXA를 통한 체지방률(%)의 변화 (Chainge in fat percentage(by DEXA) )DEXA를 통한 체지방량(g)의 변화 (Chainge in fat mass(by DEXA) )
대상자 모집 전(Not yet recruiting),"수련의에 대한 정기적인 대장내시경 질관리 지표 통지가 샘종 발견율에 미치는 영향: 다기관, 무작위 대조 연구 - Can the Regular Feedback of Quality Indicators to the Trainee and Intermediately-experienced Colonoscopists Improve the Adenoma Detection Rates- Multi-center, Randomized Controlled trial",서울아산병원,서울아산병원(Asan Medical Center ),중재연구(Interventional Study),해당사항없음(Not applicable),기타(Others),KCT0000423,2012-0215,"실제 연구대상자는 환자가 아니라 내시경을 시행하는 수련의(fellow)이며, 연구대상자가 수행한 대장내시경 검사에서의 폴립 및 선종 발견 여부는 전향적으로 취합할 계획임. The study participants are not patients but the trainee endoscopists. The parameters (the dection of the adenomas and polyps) for the colonoscopies which were performed by the study participants (trainee-endoscopists) will be obtained in a prospective manner.",2012-04-27,2012-04-27,2012-05-07,2013-02-28,샘종발견율(Adenoma detection rate)
모집 중(Recruiting),간세포암에 대한 체부정위방사선치료의 다기관 제 2상 임상연구: 효과 및 부작용 분석 - Phase II multicenter study of Stereotactic Body Radiation Therapy for Hepatocellular Carcinoma: toxicity and outcome,한국원자력의학원,한국원자력의학원(Korea Institute of Radiological & Medical Sciences),중재연구(Interventional Study),Phase2,방사선(Radiation),KCT0000422,K-1201-001-004,Hepatocellular carcinoma,2012-04-27,2012-09-20,2012-01-25,2014-08-31,국소제어율(Local control rate)심각한 치료 독성(Severe treatment related toxicity)
모집 중(Recruiting),위암환자에서의 내시경 치료시 펜타닐 패취의 적용 연구 - Improvement of pain by therapeutic endoscopy in patients treated with transdermal fentanyl patch,고려대의과대학부속병원,고려대의과대학부속병원(Korea University Anam Hospital),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0000421,ED10004,,2012-04-25,2012-04-25,2010-05-03,,점막하 박리술을 받은후의 환자의 통증 정도(pain scales after endoscopic submucosal dissection)
모집 중(Recruiting),건강인에서 OCTN1 및 MDR1 유전자형에 따른 Verapamil의 약동학 및 심전도에 미치는 영향을 평가하기 위한 연구 - Study to Investigate the Influence of OCTN1 and MDR1 Polymorphism on the Pharmacokinetics Properties and the ECG Response of Verapamil in Healthy Volunteers,연세대학교,보건복지부(Ministry of Health & Welfare),중재연구(Interventional Study),Phase4,의약품(Drug),KCT0000420,4-2011-0547,Healthy Korean Volunteers,2012-04-25,2012-04-24,2011-12-21,,"엘-카르니틴 병용투여시와 단독투여시의 베라파밀 투약 전후 심전도변화 (QT 간격; time matched , PR 간격)(ECG changes (QT interval: time matched, PR interval) between predose and postdose after single and co-administration with L-Carnitine of verapamil )"
모집 중(Recruiting),"건강한 남성 피험자를 대상으로 Sildenafil citrate 츄어블제제와 Sildenafil citrate 필름코팅정 경구투여 시의 약동학적 특성을 비교 평가하기 위한 무작위 배정, 공개, 단회, 2군, 2기, 교차 임상시험 - A Randomized, Opne-label, Single dose, 2-Treatment, 2-Period, 2-Way Crossover Study to Assess the Pharmacokinetic Charateristics of Sildenafil citrate Chewable Tablets Compared with Sildenafil citrate Film-coated Tablets under Fasted Conditions in Healthy Male Subjects",충남대학교병원,한국유나이티드제약(Korea United Pharm),중재연구(Interventional Study),Phase1,의약품(Drug),KCT0000419,KUP-SIC2-103,Erectile Dysfunction,2012-04-24,2012-04-23,2012-03-15,2012-04-23,Sildenafil의 Cmax(Cmax of sildenafil)Sildenafil의 AUC(AUC of sildenafil)
모집 중(Recruiting),건강한 자원자를 대상으로 약물유전체학 연구를 위한 DNA Bank 구축 - Establishing a “DNA Data Bank“ for the Pharmacogenomic study in Healthy Volunteers,연세대학교의과대학세브란스병원,"연세대학교의과대학세브란스병원(Yonsei University Health System, Severance Hospital )",관찰연구(Observational Study),,,KCT0000418,4-2008-0318,Healthy volunteers in severance hospital,2012-04-24,2012-04-24,2008-09-22,2012-12-31,약물 유전체 유전자형(Pharmacogenetic genotype)
모집 중(Recruiting),"악성 종양으로 세포독성 화학요법을 받는 B형 간염 환자에서 엔터카비어와 라미부딘의 투여로 항바이러스 예방 효능을 비교하기 위한 무작위배정, 공개, 다기관 연구 - A randomized, open labeled, multicenter study comparing entecavir versus lamivudine as antiviral prophylaxis for patients with hepatitis B infection undergoing cytotoxic chemotherapy for malignant tumors",분당서울대학교병원,분당서울대학교병원(Seoul National University Bundang Hospital),중재연구(Interventional Study),Phase3,의약품(Drug),KCT0000417,AI463-246,Hepatitis B; malignancy,2012-04-24,2012-07-26,2012-04-30,2014-12-30,B형 간염 재활성화율(Cumulative probability of HBV reactivation)
모집 중(Recruiting),성인 편마비 환자의 운동기능평가도구의 측정자간 및 측정자내 신뢰도 - Interrater and intrarater reliability of the gross motor function measures of adult hemiplegia patients,차의과학대학교분당차병원,차의과학대학교분당차병원(Bundang CHA General Hospital),관찰연구(Observational Study),,,KCT0000416,BD2011-140D,Stroke Hemiplegia,2012-04-24,2012-04-23,2012-04-20,2012-06-30,평가자 간 신뢰도 평가를 위한 급내상관계수 (Intraclass correlation coefficient for interrater reliability)
모집 중(Recruiting),"폐경 후 여성 골다공증 환자에서 DP-R206과 본비바 정(Bonviva)의 투여 시 비타민D 개선에 대한 유효성 및 안전성을 평가하기 위한 다기관, 무작위배정, 이중맹검, 활성대조, 제 3상 임상시험 - A multicenter, randomized, double-blind, active-controlled, phase III clinical trial to evaluate the efficacy and safety of DP-R206 and Bonvia for the improvement of Vitamin D In postmenopausal women with Osteoporosis ; DIOS study",가톨릭대학교서울성모병원,(주) 드림파마(Dream Pharma),중재연구(Interventional Study),Phase3,의약품(Drug),KCT0000415,DP-CTR206-03,폐경 후 여성 골다공증 환자,2012-04-24,2012-04-23,2012-01-19,,혈청 25 (OH)D (hydroxyvitamin D) < 15ng/mL 인 환자의 비율(A ratio of subject whose 25 (OH)D (hydroxyvitamin D) concentration is less than 15ng/mL )
모집 중(Recruiting),난치성 악성혈액질환 환자에서 질병 진행 관련 유전체 분석을 통한 새로운 질병 진행인자 발굴 - Discovery of new biomarkers related with disease progression by GWAS (Genome-wide-association-study) analysis in hardly curable malignant hematologic diseases,서울대학교병원,보건복지부(Ministry of Health & Welfare),관찰연구(Observational Study),,,KCT0000414,H-1201-099-396,서울대학교 병원에서 난치성 악성혈액질환으로 진단 및 치료를 받는 환자,2012-04-23,2012-04-23,2012-03-17,2013-03-30,유전자 변이(somatic muation and de novo mutation)
모집 중(Recruiting),"건강한 남성 피험자를 대상으로 YH14659 단독 투여와 각각 성분의 병용 투여 간의 약동학적 특성을 비교평가하기 위한 무작위배정, 공개, 단회, 공복, 2군, 2기, 교차 임상시험 - A randomized, open-label, single dose, 2-treatment, 2-period, 2-way crossover stydu to assess the pharmacokinetic characteristics of YH14659, a fixed dose combination compared with coadministration of separate constituents under fasted condictions in healthy male subjects",충남대학교병원,(주)유한양행(Yuhan),중재연구(Interventional Study),Phase1,의약품(Drug),KCT0000413,YH14659-201,Improvement of Atherosclerotic symptoms in Acute coronary syndrome patients [including patients with unstable angina or non-Q-wave myocardial infarction or Percutaneous Coronary Intervention (stent implantation) or Coronary Artery Bypass Graft (CABG)],2012-04-23,2012-04-23,2012-03-07,2012-06-29,Clopidogrel의 Cmax(Cmax of clopidogrel)Clopidogrel의 AUC(AUC of clopidogrel)Acetylsalicylic acid의 Cmax(Cmax of acetylsalicylic acid)Acetylsalicylic acid의 AUC(AUC of acetylsalicylic acid)
모집 중(Recruiting),"Clopidogrel과 Aspirin의 복합제와 Clopidogrel 및 Aspirin의 병용 경구 투여 시 약동학적 특성을 비교평가하기 위한 건강한 피험자 대상, 무작위배정, 공개, 단회, 공복, 2군, 2기, 교차 임상시험 - A Randomized, Open-label, Single dose, 2-Treatment, 2-Period, 2-Way Crossover Study to Assess Pharmacokinetics of a Clopidogrel and Aspirin combination capsule Compared with a Clopidogrel Tablet and Aspirin capsule under Fasted Conditions in Healthy Male Subjects",충남대학교병원,일동제약(주)(Ildong pharmaceutical),중재연구(Interventional Study),Phase1,의약품(Drug),KCT0000412,ID_CASA,Improvement of Atherosclerotic symptoms in Acute coronary syndrome patients [including patients with unstable angina or non-Q-wave myocardial infarction or Percutaneous Coronary Intervention (stent implantation) or Coronary Artery Bypass Graft (CABG)],2012-04-23,2012-04-20,2012-04-03,2012-07-31,Clopidogrel의 Cmax(Cmax of clopidogrel)Clopidogrel의 AUC(AUC of clopidogrel)Acetylsalicylic acid의 Cmax(Cmax of acetylsalicylic acid)Acetylsalicylic acid의 AUC(AUC of acetylsalicylic acid)
모집 중(Recruiting),"건강한 성인 자원자를 대상으로 DP-R206(150mg Ibandronate / 24,000 IU Vitamin D3 복합제)와 24,000 IU Vitamin D3단독투여 시 Vitamin D3의 약동학 특성을 비교 평가하기 위한 무작위배정, 공개, 2x2 교차 설계임상시험 - Randomized, Open-label Crossover Study to Evaluate Comparative Pharmacokinetics of Vitamin D3 Between DP-R206(150mg Ibandronate / 24,000 IU Vitamin D3 tablet) and a 24,000 IU Vitamin D3 in healthy adult volunteers",전북대학교,(주) 드림파마(Dream Pharma),중재연구(Interventional Study),Phase1,의약품(Drug),KCT0000411,DP-CTR206-02,건강한 성인 자원자,2012-04-23,2012-04-23,2012-04-06,,약동학적 평가(Phamacokinetics)
모집 중(Recruiting),"원발부위미상샘암종에서 일차치료로서5-fluorouracil, Folinic acid, Oxaliplatin 복합항암화학요법의 단일군 제 2상 임상시험 - Single-arm phase II trial of the combination chemotherapy of 5-fluorouracil, Folinic acid, and oxaliplatin as 1st line treatment in adenocarcinoma of unknown primary",한국원자력의학원원자력병원,한국원자력의학원(Korea Institute of Radiological & Medical Sciences),중재연구(Interventional Study),Phase2,의약품(Drug),KCT0000410,50456-2011,원발부위미상샘암종,2012-04-23,2012-04-23,2009-11-04,,무진행생존기간(progression free survival)
연구종결(Completed),"암 환자의 Opioid-유도성 변비 (Opioid-induced Constipation, OIC) 치료를 위한 S-297995의 제2b상, 무작위 배정, 이중 눈가림, 위약-대조, 평행군 임상시험 - A Phase 2b, Randomized, Double-blind, Placebo-controlled, Parallel Group Study of S-297995 for the Treatment of Opioid-induced Constipation (OIC) in Cancer Patients","Shionogi & Co., Ltd.",한국파렉셀주식회사(Parexel Korea),중재연구(Interventional Study),Phase2,의약품(Drug),KCT0000409,1108V9222,"암 환자의 Opioid-유도성 변비 (Opioid-induced Constipation, OIC)",2012-04-20,2013-04-02,2012-06-08,2013-03-06,14일간 매일 경구 투여 시 베이스라인으로부터 주당 자발적 배변의 빈도의 변화를 이용하여 S-297995의 유효성을 위약과 비교.(To compare the efficacy of S-297995 with that of placebo using the change in the frequency of spontaneous bowel movements per week from the baseline during 14-days once-daily oral administration.)
모집 중(Recruiting),차세대 유전체 연구를 통한 류마티스관절염의 예측 및 맞춤의료 기술 개발 - Predictive and personalized medicine for rheumatoid arthritis through next generation genetic technology,한양대학교,보건복지부(Ministry of Health & Welfare),관찰연구(Observational Study),,,KCT0000408,A111218-11-GM01,,2012-04-19,2012-04-18,2011-11-10,,류마티스 관절염 위험 유전인자 발굴(Discovery for rheumatoid arthritis risk gene)
연구종결(Completed),청소년에서 A형 간염백신의 유용성 평가 연구 - Evaluation of Immunogenicity and Safety of Hepatitis A Vaccine in Adolescents,이화여대부속목동병원,식품의약품안전청(Korea Food & Drug Administration),중재연구(Interventional Study),해당사항없음(Not applicable),생물학적제제/백신(Biological/Vaccine),KCT0000407,ECT 13-10A-11,"Hepatitis A, Adolescent, Parents",2012-04-19,2013-11-08,2012-05-09,2013-10-30,항체 양전율(Seroconversion Rate)A형 간염 IgG 항체가(anti-HAV IgG levels)항체가의 fold increase(antibody fold increase)
모집 중(Recruiting),비타민 D 투여가 혈당과 비알콜성 지방간에 미치는 영향 - The effect of vitamin D on the glycemic control and non-alcoholic fatty liver disease,한림대학부속춘천성심병원,한림대학부속춘천성심병원(Hallym University Medical Center- Chuncheon),중재연구(Interventional Study),해당사항없음(Not applicable),의약품(Drug),KCT0000406,2011-64,"Type 2 diabetes, Non-alcoholic fatty liver disease",2012-04-17,2012-04-17,2011-12-16,2012-12-31,당화혈색소 (HbA1C)
모집 중(Recruiting),한국인에서 전신마취하에 기관내삽관을 한 환자들을 대상으로 수술 후 목 통증의 발생률과 이와 관련된 위험인자의 분석 - The risk factors of postoperative sore throat after endotracheal intubation in Korean patients,(사)삼성생명공익재단삼성서울병원,"가톨릭대학교서울성모병원(The Catholic University of Korea, Seoul St. Mary's Hospital)",관찰연구(Observational Study),,,KCT0000405,KIRB-00339_14-001,,2012-04-17,2012-04-16,2011-05-02,2012-07-31,기관내 삽관 튜브 내 압력(Intracuff pressure of endotracheal tube)
연구종결(Completed),복강경 담낭절제술 후 통증조절을 위한 초음파 유도하 늑골하 배가로근평면차단; 무작위 전향적연구 - Ultrasound-guided subcostal transversus abdominis plane block for analgesia after laparoscopic cholecystectomy; randomized-controlled trial,분당서울대학교병원,분당서울대학교병원(Seoul National University Bundang Hospital),중재연구(Interventional Study),해당사항없음(Not applicable),시술/수술(Procedure/Surgery),KCT0000404,B-1104-061-004,"담석증, 담낭염",2012-04-17,2012-04-16,2011-06-21,2011-08-01,수술 종료 후 10분에 측정한 언어숫자 통증등급(Verbal numerical rating scale at 10 min after surgery)
연구종결(Completed),"당뇨병성 말초신경병증과 관련된 통증을 호소하는 환자를 대상으로 DS-5565의 용량을 설정하기 위한 아시아인, 제 2상, 다기관, 무작위 배정, 이중 눈가림, 위약 및 프레가발린(pregabalin)활성 대조약 임상시험 - AN ASIAN, PHASE 2, MULTICENTER, RANDOMIZED,DOUBLE-BLIND, PLACEBO- AND PREGABALIN-CONTROLLED,DOSE-FINDING STUDY OF DS-5565 IN PATIENTS WITH PAIN　ASSOCIATED WITH DIABETIC PERIPHERAL NEUROPATHY",인제대학교상계백병원,한국다이이찌산쿄 주식회사(Daiichi-Sankyo Korea),중재연구(Interventional Study),Phase2,의약품(Drug),KCT0000403,DS5565-A-J202,"Pain, diabetic peripheral neuropathy",2012-04-16,2013-08-05,2012-06-19,2013-07-24,"환자의 일일 통증 일지 기재 내용에 기반하여 베이스라인으로부터 제 7주까지 ADPS의 변화(Change from baseline to Week 7 in average daily pain score (ADPS), based on entries in patients' daily pain diaries.)"
